date,unemployment,cpi,ppi,country
2004-12-31,,78.6,,GB
2005-01-31,,78.3,,GB
2005-02-28,,78.5,,GB
2005-03-31,,78.8,,GB
2005-04-30,,79.1,,GB
2005-05-31,,79.4,,GB
2005-06-30,,79.4,,GB
2005-07-31,,79.5,,GB
2005-08-31,,79.7,,GB
2005-09-30,,79.9,,GB
2005-10-31,,80.0,,GB
2005-11-30,,80.0,,GB
2005-12-31,,80.3,,GB
2006-01-31,,80.0,,GB
2006-02-28,,80.2,,GB
2006-03-31,,80.4,,GB
2006-04-30,,80.9,,GB
2006-05-31,,81.3,,GB
2006-06-30,,81.5,,GB
2006-07-31,,81.5,,GB
2006-08-31,,81.8,,GB
2006-09-30,,81.9,,GB
2006-10-31,,82.0,,GB
2006-11-30,,82.2,,GB
2006-12-31,,82.6,,GB
2007-01-31,,82.1,,GB
2007-02-28,,82.4,,GB
2007-03-31,,82.8,,GB
2007-04-30,,83.1,,GB
2007-05-31,,83.3,,GB
2007-06-30,,83.5,,GB
2007-07-31,,83.1,,GB
2007-08-31,,83.4,,GB
2007-09-30,,83.5,,GB
2007-10-31,,83.8,,GB
2007-11-30,,84.1,,GB
2007-12-31,,84.5,,GB
2008-01-31,,84.1,,GB
2008-02-29,,84.6,,GB
2008-03-31,,84.9,,GB
2008-04-30,,85.6,,GB
2008-05-31,,86.1,,GB
2008-06-30,,86.6,,GB
2008-07-31,,86.6,,GB
2008-08-31,,87.1,,GB
2008-09-30,,87.5,,GB
2008-10-31,,87.3,,GB
2008-11-30,,87.3,,GB
2008-12-31,,87.1,,GB
2009-01-31,,86.6,,GB
2009-02-28,,87.2,,GB
2009-03-31,,87.3,,GB
2009-04-30,,87.5,,GB
2009-05-31,,87.9,,GB
2009-06-30,,88.1,,GB
2009-07-31,,88.0,,GB
2009-08-31,,88.3,,GB
2009-09-30,,88.3,,GB
2009-10-31,,88.4,,GB
2009-11-30,,88.6,,GB
2009-12-31,,88.9,,GB
2010-01-31,,88.8,,GB
2010-02-28,,89.0,,GB
2010-03-31,,89.4,,GB
2010-04-30,,89.9,,GB
2010-05-31,,90.1,,GB
2010-06-30,,90.2,,GB
2010-07-31,,90.0,,GB
2010-08-31,,90.4,,GB
2010-09-30,,90.4,,GB
2010-10-31,,90.6,,GB
2010-11-30,,90.9,,GB
2010-12-31,,91.7,,GB
2011-01-31,,91.8,,GB
2011-02-28,,92.3,,GB
2011-03-31,,92.6,,GB
2011-04-30,,93.3,,GB
2011-05-31,,93.5,,GB
2011-06-30,,93.5,,GB
2011-07-31,,93.5,,GB
2011-08-31,,93.9,,GB
2011-09-30,,94.5,,GB
2011-10-31,,94.5,,GB
2011-11-30,,94.7,,GB
2011-12-31,,95.0,,GB
2012-01-31,,94.7,,GB
2012-02-29,,95.2,,GB
2012-03-31,,95.4,,GB
2012-04-30,,95.9,,GB
2012-05-31,,95.9,,GB
2012-06-30,,95.6,,GB
2012-07-31,,95.7,,GB
2012-08-31,,96.1,,GB
2012-09-30,,96.4,,GB
2012-10-31,,96.8,,GB
2012-11-30,,97.0,,GB
2012-12-31,,97.3,,GB
2013-01-31,,97.0,,GB
2013-02-28,,97.5,,GB
2013-03-31,,97.8,,GB
2013-04-30,,98.0,,GB
2013-05-31,,98.2,,GB
2013-06-30,,98.0,,GB
2013-07-31,,98.0,,GB
2013-08-31,,98.4,,GB
2013-09-30,,98.7,,GB
2013-10-31,,98.8,,GB
2013-11-30,,98.8,,GB
2013-12-31,,99.2,,GB
2014-01-31,,98.7,,GB
2014-02-28,,99.1,,GB
2014-03-31,,99.3,,GB
2014-04-30,,99.6,,GB
2014-05-31,,99.6,,GB
2014-06-30,,99.8,,GB
2014-07-31,,99.6,,GB
2014-08-31,,99.9,,GB
2014-09-30,,100.0,,GB
2014-10-31,,100.1,,GB
2014-11-30,,99.9,,GB
2014-12-31,,99.9,,GB
2015-01-31,,99.2,,GB
2015-02-28,,99.5,,GB
2015-03-31,,99.6,,GB
2015-04-30,,99.9,,GB
2015-05-31,,100.1,,GB
2015-06-30,,100.1,,GB
2015-07-31,,100.0,,GB
2015-08-31,,100.3,,GB
2015-09-30,,100.2,,GB
2015-10-31,,100.3,,GB
2015-11-30,,100.3,,GB
2015-12-31,,100.4,,GB
2016-01-31,,99.9,,GB
2016-02-29,,100.1,,GB
2016-03-31,,100.4,,GB
2016-04-30,,100.6,,GB
2016-05-31,,100.8,,GB
2016-06-30,,101.0,,GB
2016-07-31,,100.9,,GB
2016-08-31,,101.2,,GB
2016-09-30,,101.5,,GB
2016-10-31,,101.6,,GB
2016-11-30,,101.8,,GB
2016-12-31,,102.2,,GB
2017-01-31,,101.8,,GB
2017-02-28,,102.4,,GB
2017-03-31,,102.7,,GB
2017-04-30,,103.2,,GB
2017-05-31,,103.5,,GB
2017-06-30,,103.5,,GB
2017-07-31,,103.5,,GB
2017-08-31,,104.0,,GB
2017-09-30,,104.3,,GB
2017-10-31,,104.4,,GB
2017-11-30,,104.7,,GB
2017-12-31,,105.0,,GB
2018-01-31,,104.5,,GB
2018-02-28,,104.9,,GB
2018-03-31,,105.1,,GB
2018-04-30,,105.5,,GB
2018-05-31,,105.9,,GB
2018-06-30,,105.9,,GB
2018-07-31,,105.9,,GB
2018-08-31,,106.5,,GB
2018-09-30,,106.6,,GB
2018-10-31,,106.7,,GB
2018-11-30,,106.9,,GB
2018-12-31,,107.1,,GB
2019-01-31,,106.4,,GB
2019-02-28,,106.8,,GB
2019-03-31,,107.0,,GB
2019-04-30,,107.6,,GB
2019-05-31,,107.9,,GB
2019-06-30,,107.9,,GB
2019-07-31,,108.0,,GB
2019-08-31,,108.3,,GB
2019-09-30,,108.4,,GB
2019-10-31,,108.3,,GB
2019-11-30,,108.5,,GB
2019-12-31,,108.5,,GB
2020-01-31,,108.3,,GB
2020-02-29,,108.6,,GB
2020-03-31,,108.6,,GB
2020-04-30,,108.6,,GB
2020-05-31,,108.6,,GB
2020-06-30,,108.8,,GB
2020-07-31,,109.2,,GB
2020-08-31,,108.8,,GB
2020-09-30,,109.2,,GB
2020-10-31,,109.2,,GB
2020-11-30,,109.1,,GB
2020-12-31,,109.4,,GB
2021-01-31,,109.3,,GB
2021-02-28,,109.4,,GB
2021-03-31,,109.7,,GB
2021-04-30,,110.4,,GB
2021-05-31,,111.0,,GB
2021-06-30,,111.4,,GB
2021-07-31,,111.4,,GB
2021-08-31,,112.1,,GB
2021-09-30,,112.4,,GB
2021-10-31,,113.4,,GB
2021-11-30,,114.1,,GB
2021-12-31,,114.7,,GB
2022-01-31,,114.6,,GB
2022-02-28,,115.4,,GB
2022-03-31,,116.5,,GB
2022-04-30,,119.0,,GB
2022-05-31,,119.7,,GB
2022-06-30,,120.5,,GB
2022-07-31,,121.2,,GB
2022-08-31,,121.8,,GB
2022-09-30,,122.3,,GB
2022-10-31,,124.3,,GB
2022-11-30,,124.8,,GB
2022-12-31,,125.3,,GB
2023-01-31,,124.8,,GB
2023-02-28,,126.0,,GB
2023-03-31,,126.8,,GB
2023-04-30,,128.3,,GB
2023-05-31,,129.1,,GB
2023-06-30,,129.4,,GB
2023-07-31,,129.0,,GB
2023-08-31,,129.4,,GB
2023-09-30,,130.1,,GB
2023-10-31,,130.2,,GB
2023-11-30,,130.0,,GB
2023-12-31,,130.5,,GB
2024-01-31,,130.0,,GB
2000-01-31,,74.05929,,IT
2000-02-29,,74.32545,,IT
2000-03-31,,74.52507,,IT
2000-04-30,,74.59161,,IT
2000-05-31,,74.85777,,IT
2000-06-30,,75.05739,,IT
2000-07-31,,75.19046999999999,,IT
2000-08-31,,75.25701,,IT
2000-09-30,,75.39009,,IT
2000-10-31,,75.65625,,IT
2000-11-30,,75.85587,,IT
2000-12-31,,75.92241999999999,,IT
2001-01-31,,76.25511,,IT
2001-02-28,,76.52128,,IT
2001-03-31,,76.58781,,IT
2001-04-30,,76.92052,,IT
2001-05-31,,77.12014,,IT
2001-06-30,,77.31976,,IT
2001-07-31,,77.3863,,IT
2001-08-31,,77.3863,,IT
2001-09-30,,77.3863,,IT
2001-10-31,,77.51938,,IT
2001-11-30,,77.65245999999999,,IT
2001-12-31,,77.719,,IT
2002-01-31,,78.0517,,IT
2002-02-28,,78.31786,,IT
2002-03-31,,78.51749000000001,,IT
2002-04-30,,78.7171,,IT
2002-05-31,,78.91673,,IT
2002-06-30,,78.98326999999999,,IT
2002-07-31,,79.11635,,IT
2002-08-31,,79.24943,,IT
2002-09-30,,79.38251,,IT
2002-10-31,,79.58213,,IT
2002-11-30,,79.84829,,IT
2002-12-31,,79.91483000000001,,IT
2003-01-31,,80.24753,,IT
2003-02-28,,80.38061,,IT
2003-03-31,,80.64676999999999,,IT
2003-04-30,,80.84639,,IT
2003-05-31,,81.04601,,IT
2003-06-30,,81.11256,,IT
2003-07-31,,81.24564000000002,,IT
2003-08-31,,81.44525,,IT
2003-09-30,,81.57833000000002,,IT
2003-10-31,,81.64487,,IT
2003-11-30,,81.8445,,IT
2003-12-31,,81.91103000000001,,IT
2004-01-31,,82.04411,,IT
2004-02-29,,82.24374,,IT
2004-03-31,,82.5099,,IT
2004-04-30,,82.70952,,IT
2004-05-31,,82.90914000000002,,IT
2004-06-30,,83.04222,,IT
2004-07-31,,83.10876,,IT
2004-08-31,,83.30838,,IT
2004-09-30,,83.30838,,IT
2004-10-31,,83.30838,,IT
2004-11-30,,83.37491999999999,,IT
2004-12-31,,83.57454,,IT
2005-01-31,,83.57454,,IT
2005-02-28,,83.84071,,IT
2005-03-31,,84.10686,,IT
2005-04-30,,84.23994,,IT
2005-05-31,,84.5061,,IT
2005-06-30,,84.5061,,IT
2005-07-31,,84.83881,,IT
2005-08-31,,84.97189,,IT
2005-09-30,,84.97189,,IT
2005-10-31,,85.17151,,IT
2005-11-30,,85.23804,,IT
2005-12-31,,85.23804,,IT
2006-01-31,,85.43767,,IT
2006-02-28,,85.63729000000002,,IT
2006-03-31,,85.83691,,IT
2006-04-30,,86.10307,,IT
2006-05-31,,86.36923,,IT
2006-06-30,,86.43578000000002,,IT
2006-07-31,,86.70193,,IT
2006-08-31,,86.83501,,IT
2006-09-30,,86.76847,,IT
2006-10-31,,86.70193,,IT
2006-11-30,,86.76847,,IT
2006-12-31,,86.83501,,IT
2007-01-31,,86.90155,,IT
2007-02-28,,87.16771999999999,,IT
2007-03-31,,87.3008,,IT
2007-04-30,,87.43388,,IT
2007-05-31,,87.70004,,IT
2007-06-30,,87.89966,,IT
2007-07-31,,88.09928000000002,,IT
2007-08-31,,88.23236,,IT
2007-09-30,,88.23236,,IT
2007-10-31,,88.49852,,IT
2007-11-30,,88.83122,,IT
2007-12-31,,89.09738,,IT
2008-01-31,,89.49662,,IT
2008-02-29,,89.69624,,IT
2008-03-31,,90.16203,,IT
2008-04-30,,90.36165,,IT
2008-05-31,,90.82743,,IT
2008-06-30,,91.22667,,IT
2008-07-31,,91.69245,,IT
2008-08-31,,91.82553,,IT
2008-09-30,,91.55937,,IT
2008-10-31,,91.55937,,IT
2008-11-30,,91.22667,,IT
2008-12-31,,91.09359,,IT
2009-01-31,,90.96051000000001,,IT
2009-02-28,,91.16013,,IT
2009-03-31,,91.22667,,IT
2009-04-30,,91.42629,,IT
2009-05-31,,91.62591,,IT
2009-06-30,,91.69245,,IT
2009-07-31,,91.69245,,IT
2009-08-31,,91.95861,,IT
2009-09-30,,91.759,,IT
2009-10-31,,91.82553,,IT
2009-11-30,,91.82553,,IT
2009-12-31,,92.02515,,IT
2010-01-31,,92.15823,,IT
2010-02-28,,92.22477,,IT
2010-03-31,,92.49094,,IT
2010-04-30,,92.82363,,IT
2010-05-31,,92.89017,,IT
2010-06-30,,92.89017,,IT
2010-07-31,,93.22288,,IT
2010-08-31,,93.42250000000001,,IT
2010-09-30,,93.22288,,IT
2010-10-31,,93.42250000000001,,IT
2010-11-30,,93.42250000000001,,IT
2010-12-31,,93.7552,,IT
2011-01-31,,94.13953,,IT
2011-02-28,,94.4186,,IT
2011-03-31,,94.7907,,IT
2011-04-30,,95.25581,,IT
2011-05-31,,95.34884,,IT
2011-06-30,,95.44186,,IT
2011-07-31,,95.72093,,IT
2011-08-31,,96.0,,IT
2011-09-30,,96.0,,IT
2011-10-31,,96.55814,,IT
2011-11-30,,96.46512,,IT
2011-12-31,,96.83721,,IT
2012-01-31,,97.11628,,IT
2012-02-29,,97.48837,,IT
2012-03-31,,97.95349,,IT
2012-04-30,,98.4186,,IT
2012-05-31,,98.4186,,IT
2012-06-30,,98.60465,,IT
2012-07-31,,98.69768,,IT
2012-08-31,,99.06977,,IT
2012-09-30,,99.06977,,IT
2012-10-31,,99.06977,,IT
2012-11-30,,98.88372,,IT
2012-12-31,,99.06977,,IT
2013-01-31,,99.25581,,IT
2013-02-28,,99.34884,,IT
2013-03-31,,99.53488,,IT
2013-04-30,,99.53488,,IT
2013-05-31,,99.53488,,IT
2013-06-30,,99.81396,,IT
2013-07-31,,99.90697,,IT
2013-08-31,,100.2791,,IT
2013-09-30,,100.0,,IT
2013-10-31,,99.81396,,IT
2013-11-30,,99.53488,,IT
2013-12-31,,99.72093,,IT
2014-01-31,,99.90697,,IT
2014-02-28,,99.81396,,IT
2014-03-31,,99.90697,,IT
2014-04-30,,100.093,,IT
2014-05-31,,100.0,,IT
2014-06-30,,100.093,,IT
2014-07-31,,100.0,,IT
2014-08-31,,100.186,,IT
2014-09-30,,99.81396,,IT
2014-10-31,,99.90697,,IT
2014-11-30,,99.72093,,IT
2014-12-31,,99.72093,,IT
2015-01-31,,99.34884,,IT
2015-02-28,,99.72093,,IT
2015-03-31,,99.81396,,IT
2015-04-30,,100.0,,IT
2015-05-31,,100.093,,IT
2015-06-30,,100.2791,,IT
2015-07-31,,100.186,,IT
2015-08-31,,100.3721,,IT
2015-09-30,,100.0,,IT
2015-10-31,,100.186,,IT
2015-11-30,,99.81396,,IT
2015-12-31,,99.81396,,IT
2016-01-31,,99.6,,IT
2016-02-29,,99.4,,IT
2016-03-31,,99.6,,IT
2016-04-30,,99.5,,IT
2016-05-31,,99.8,,IT
2016-06-30,,99.9,,IT
2016-07-31,,100.1,,IT
2016-08-31,,100.3,,IT
2016-09-30,,100.1,,IT
2016-10-31,,100.0,,IT
2016-11-30,,99.9,,IT
2016-12-31,,100.3,,IT
2017-01-31,,100.6,,IT
2017-02-28,,101.0,,IT
2017-03-31,,101.0,,IT
2017-04-30,,101.4,,IT
2017-05-31,,101.2,,IT
2017-06-30,,101.1,,IT
2017-07-31,,101.2,,IT
2017-08-31,,101.5,,IT
2017-09-30,,101.2,,IT
2017-10-31,,101.0,,IT
2017-11-30,,100.8,,IT
2017-12-31,,101.2,,IT
2018-01-31,,101.5,,IT
2018-02-28,,101.5,,IT
2018-03-31,,101.8,,IT
2018-04-30,,101.9,,IT
2018-05-31,,102.2,,IT
2018-06-30,,102.4,,IT
2018-07-31,,102.7,,IT
2018-08-31,,103.1,,IT
2018-09-30,,102.6,,IT
2018-10-31,,102.6,,IT
2018-11-30,,102.4,,IT
2018-12-31,,102.3,,IT
2019-01-31,,102.4,,IT
2019-02-28,,102.5,,IT
2019-03-31,,102.8,,IT
2019-04-30,,103.0,,IT
2019-05-31,,103.0,,IT
2019-06-30,,103.1,,IT
2019-07-31,,103.1,,IT
2019-08-31,,103.5,,IT
2019-09-30,,102.9,,IT
2019-10-31,,102.8,,IT
2019-11-30,,102.6,,IT
2019-12-31,,102.8,,IT
2020-01-31,,102.9,,IT
2020-02-29,,102.8,,IT
2020-03-31,,102.9,,IT
2020-04-30,,103.0,,IT
2020-05-31,,102.8,,IT
2020-06-30,,102.9,,IT
2020-07-31,,102.7,,IT
2020-08-31,,103.0,,IT
2020-09-30,,102.3,,IT
2020-10-31,,102.5,,IT
2020-11-30,,102.4,,IT
2020-12-31,,102.6,,IT
2021-01-31,,103.3,,IT
2021-02-28,,103.4,,IT
2021-03-31,,103.7,,IT
2021-04-30,,104.1,,IT
2021-05-31,,104.1,,IT
2021-06-30,,104.2,,IT
2021-07-31,,104.7,,IT
2021-08-31,,105.1,,IT
2021-09-30,,104.9,,IT
2021-10-31,,105.6,,IT
2021-11-30,,106.2,,IT
2021-12-31,,106.6,,IT
2022-01-31,,108.3,,IT
2022-02-28,,109.3,,IT
2022-03-31,,110.4,,IT
2022-04-30,,110.3,,IT
2022-05-31,,111.2,,IT
2022-06-30,,112.5,,IT
2022-07-31,,113.0,,IT
2022-08-31,,113.9,,IT
2022-09-30,,114.2,,IT
2022-10-31,,118.1,,IT
2022-11-30,,118.7,,IT
2022-12-31,,119.0,,IT
2023-01-31,,119.1,,IT
2023-02-28,,119.3,,IT
2023-03-31,,118.8,,IT
2023-04-30,,119.3,,IT
2023-05-31,,119.7,,IT
2023-06-30,,119.7,,IT
2023-07-31,,119.7,,IT
2023-08-31,,120.1,,IT
2023-09-30,,120.3,,IT
2023-10-31,,120.1,,IT
2023-11-30,,119.5,,IT
2023-12-31,,119.7,,IT
2024-01-31,,120.1,,IT
