Date,Mkt_RF,SMB,HML,RMW,CMA,RF,AAPL_RET
2022-07-21,0.97,-0.38,-1.61,-0.26,-1.0,0.0,1.5094227273761973
2022-07-22,-1.18,-0.85,1.39,1.77,1.52,0.0,-0.8110624984797088
2022-07-25,0.12,0.1,1.65,0.65,0.54,0.0,-0.7397943350555325
2022-07-26,-1.32,0.37,1.07,0.65,1.23,0.0,-0.8826570606769502
2022-07-27,2.72,0.15,-1.27,-0.19,-1.5,0.0,3.423466228783356
2022-07-28,1.19,-0.03,-0.91,0.14,-0.96,0.0,0.35716481890333274
2022-07-29,1.45,-0.91,0.45,0.49,-1.23,0.0,3.2792998072534774
2022-08-01,-0.2,0.17,-0.24,0.22,0.36,0.01,-0.615322872503199
2022-08-02,-0.5,0.56,-1.41,-2.23,-0.52,0.01,-0.9287517609069873
2022-08-03,1.67,0.27,-1.95,-1.54,-0.85,0.01,3.824773995840225
2022-08-04,-0.05,0.41,-1.65,-1.31,-0.94,0.01,-0.19262246053898258
2022-08-05,-0.04,0.95,-0.05,-1.27,-0.21,0.01,-0.13888868047406966
2022-08-08,0.0,0.96,-0.09,-0.54,0.22,0.01,-0.2903071812685676
2022-08-09,-0.67,-1.35,2.1,0.86,1.29,0.01,0.03031993893438667
2022-08-10,2.35,0.75,-1.62,-1.37,-1.45,0.01,2.6194550939054206
2022-08-11,-0.07,0.2,1.67,0.78,1.0,0.01,-0.4431473472499725
2022-08-12,1.76,0.5,-0.79,-0.64,-0.59,0.01,2.1425386404981595
2022-08-15,0.38,-0.02,-0.61,-0.19,-0.05,0.01,0.6333585054937307
2022-08-16,0.19,-0.14,0.7,1.04,0.52,0.01,-0.09238254245220734
2022-08-17,-0.92,-0.92,1.04,1.27,0.71,0.01,0.8784411963234984
2022-08-18,0.27,0.35,0.45,0.8,0.04,0.01,-0.22915245973906817
2022-08-19,-1.49,-0.93,0.98,1.03,1.35,0.01,-1.5101889916480316
2022-08-22,-2.13,-0.05,0.34,0.15,0.21,0.01,-2.3029244001810723
2022-08-23,-0.11,0.12,0.31,-0.36,-0.25,0.01,-0.20291656418589543
2022-08-24,0.39,0.52,-0.62,-1.45,-0.56,0.01,0.17940807592637942
2022-08-25,1.45,0.12,-0.01,0.18,-0.39,0.01,1.492269327977791
2022-08-26,-3.37,-0.27,1.66,0.16,0.89,0.01,-3.7699333449203287
2022-08-29,-0.71,-0.39,0.44,0.26,0.44,0.01,-1.3690219537614845
2022-08-30,-1.11,-0.39,-0.22,-0.25,0.12,0.01,-1.5305565213056926
2022-08-31,-0.75,0.24,-0.46,-0.66,-0.18,0.01,-1.0634828697522303
2022-09-01,0.0,-1.04,-0.28,0.56,0.55,0.01,0.4706763181717477
2022-09-02,-0.99,0.1,1.03,-0.05,0.26,0.01,-1.3611052588787809
2022-09-06,-0.51,-0.54,-0.54,-0.2,-0.69,0.01,-0.8215395085075183
2022-09-07,1.92,0.41,-1.53,-1.35,-0.54,0.01,0.9254210410484243
2022-09-08,0.78,-0.15,-0.18,-1.22,-1.06,0.01,-0.9617925607621092
2022-09-09,1.67,0.37,-0.51,-0.14,-0.52,0.01,1.8839733874231213
2022-09-12,1.07,0.25,-0.17,-0.12,-0.15,0.01,3.850791404972642
2022-09-13,-4.29,0.06,1.41,-0.37,1.0,0.01,-5.867962366181445
2022-09-14,0.44,-0.18,-0.32,-0.77,-0.52,0.01,0.9555546268721793
2022-09-15,-1.04,0.39,0.61,-0.32,0.25,0.01,-1.892970415431805
2022-09-16,-0.98,-0.75,0.86,1.71,0.95,0.01,-1.096032844396888
2022-09-19,0.72,-0.09,0.68,0.63,-0.06,0.01,2.508300444133016
2022-09-20,-1.15,-0.29,0.03,-0.12,0.33,0.01,1.5665309202225641
2022-09-21,-1.68,0.35,0.06,0.38,0.12,0.01,-2.026743677245224
2022-09-22,-1.14,-1.13,0.44,1.14,1.02,0.01,-0.6375233943112568
2022-09-23,-1.85,-0.45,-0.8,0.19,-0.18,0.01,-1.5124037851220407
2022-09-26,-1.02,-0.04,-0.75,0.16,-0.44,0.01,0.22604726872712533
2022-09-27,-0.04,0.58,-0.97,-0.65,-0.92,0.01,0.6566201889438794
2022-09-28,2.14,0.9,-0.36,-0.87,-0.82,0.01,-1.2651548074562702
2022-09-29,-2.16,-0.29,0.92,0.43,0.55,0.01,-4.911917094149699
2022-09-30,-1.43,0.57,0.27,-0.66,-0.12,0.01,-3.003943117440988
2022-10-03,2.56,0.0,0.7,0.89,0.43,0.01,3.075287523387904
2022-10-04,3.29,0.74,-0.09,-0.97,-0.39,0.01,2.5622683157302983
2022-10-05,-0.21,-0.37,0.04,0.34,0.14,0.01,0.20535535298267238
2022-10-06,-0.85,0.45,0.12,-0.13,-0.51,0.01,-0.6625579348371935
2022-10-07,-2.9,-0.22,1.68,0.93,1.57,0.01,-3.671865489794912
2022-10-10,-0.8,0.24,0.76,1.54,0.44,0.01,0.23554850243963088
2022-10-11,-0.7,0.62,0.33,0.57,0.61,0.01,-1.0254889203778594
2022-10-12,-0.27,0.02,0.04,0.01,0.03,0.01,-0.460501388163681
2022-10-13,2.41,-0.24,1.57,0.65,0.93,0.01,3.361284543317633
2022-10-14,-2.45,-0.18,1.23,0.55,1.73,0.01,-3.223989271723071
2022-10-17,2.74,0.35,-1.41,-0.97,-1.29,0.01,2.9122573478920444
2022-10-18,1.18,-0.13,-0.02,-0.41,0.02,0.01,0.9409444469949069
2022-10-19,-0.87,-1.18,1.19,0.71,0.81,0.01,0.07650628362678713
2022-10-20,-0.8,-0.32,-0.45,-0.61,0.13,0.01,-0.3267004453229805
2022-10-21,2.3,-0.07,0.09,0.68,-0.3,0.01,2.7058972729191666
2022-10-24,1.04,-0.61,0.47,1.14,0.54,0.01,1.4803092216482128
2022-10-25,1.78,1.01,-1.53,-1.22,-1.34,0.01,1.9337459766445964
2022-10-26,-0.66,0.7,0.89,-0.72,0.69,0.01,-1.9627095381526516
2022-10-27,-0.54,0.44,1.08,-0.3,0.47,0.01,-3.046550781877122
2022-10-28,2.33,0.09,-0.34,0.39,0.66,0.01,7.555266468404831
2022-10-31,-0.68,0.46,0.73,-0.22,0.44,0.01,-1.5410439341455917
2022-11-01,-0.35,0.45,0.8,0.01,0.53,0.01,-1.7542505789269969
2022-11-02,-2.67,-0.84,1.6,0.31,1.16,0.01,-3.730511709930917
2022-11-03,-1.03,0.39,0.28,-0.04,0.04,0.01,-4.240521279058484
2022-11-04,1.16,-0.25,1.28,2.33,0.65,0.01,-0.1947300012344666
2022-11-07,0.87,-0.33,0.6,1.1,1.01,0.01,0.39023108119811134
2022-11-08,0.51,-0.53,-0.4,-0.16,0.05,0.01,0.4175070151802851
2022-11-09,-2.24,-0.49,0.55,0.96,1.23,0.01,-3.3189675148163844
2022-11-10,5.68,0.96,-3.09,-0.64,-2.92,0.01,8.897411630929653
2022-11-11,1.06,0.14,-1.05,-0.9,-1.22,0.01,1.926888626046419
2022-11-14,-0.95,-0.23,0.35,0.57,0.54,0.01,-0.9485810534827666
2022-11-15,1.03,0.43,-0.73,-0.49,-0.54,0.01,1.1869449542684762
2022-11-16,-1.02,-1.07,0.58,1.16,0.95,0.01,-0.8330900796408303
2022-11-17,-0.42,-0.27,0.56,1.36,0.81,0.01,1.2971283290959867
2022-11-18,0.4,-0.09,0.11,0.38,0.71,0.01,0.3781853521733991
2022-11-21,-0.52,-0.2,0.99,0.5,1.14,0.01,-2.16802784539436
2022-11-22,1.36,-0.38,0.44,0.78,-0.23,0.01,1.4661112605489857
2022-11-23,0.63,-0.25,-0.93,-0.73,-0.62,0.01,0.5926381067293596
2022-11-25,-0.03,0.28,0.43,-0.17,0.12,0.01,-1.9593578334905493
2022-11-28,-1.55,-0.48,-0.19,0.26,0.29,0.01,-2.6264220289890283
2022-11-29,-0.18,0.35,1.04,0.21,0.5,0.01,-2.1148457155486744
2022-11-30,3.12,-0.15,-2.08,-0.77,-1.47,0.01,4.859419862029224
2022-12-01,-0.02,0.04,-0.69,-0.34,-0.36,0.02,0.18912504791488427
2022-12-02,-0.08,0.84,-0.56,-0.41,0.26,0.02,-0.3371022130120527
2022-12-05,-2.02,-0.53,-0.54,0.87,1.1,0.02,-0.7983436105974517
2022-12-06,-1.51,-0.03,1.14,0.86,0.77,0.02,-2.536975532349972
2022-12-07,-0.24,-0.18,-0.32,0.09,-0.16,0.02,-1.3784979103772965
2022-12-08,0.76,-0.1,-1.2,-0.56,-0.63,0.02,1.2132731512948691
2022-12-09,-0.8,-0.53,0.34,0.19,0.13,0.02,-0.34350016737020317
2022-12-12,1.41,-0.27,-0.16,-0.23,-0.13,0.02,1.639000108402211
2022-12-13,0.66,0.06,-0.77,-0.27,-0.54,0.02,0.6782517688334488
2022-12-14,-0.56,0.03,-0.45,-0.19,-0.07,0.02,-1.5535771664985432
2022-12-15,-2.57,-0.13,1.39,0.25,0.42,0.02,-4.685436690143274
2022-12-16,-1.02,0.54,0.17,-0.08,0.46,0.02,-1.4579063487601518
2022-12-19,-1.0,-0.6,1.25,0.73,1.2,0.02,-1.590942673182949
2022-12-20,0.13,0.25,0.25,-0.47,0.48,0.02,-0.052869016718271045
2022-12-21,1.53,0.14,-0.12,0.39,-0.28,0.02,2.3809501488708973
2022-12-22,-1.52,0.22,0.38,-0.13,0.89,0.02,-2.37726897925864
2022-12-23,0.52,-0.35,1.16,0.86,0.53,0.02,-0.27978490458259175
2022-12-27,-0.5,-0.42,1.42,1.15,1.35,0.02,-1.3878351204188455
2022-12-28,-1.24,-0.3,-0.28,-0.93,-0.08,0.02,-3.0685390068689644
2022-12-29,1.87,1.02,-1.06,-1.03,-0.9,0.02,2.8324354829424747
2022-12-30,-0.22,0.14,-0.04,-0.54,-0.02,0.02,0.24687624812216313
